name,gender,nationality,nationalityID,birth
Anna-Karin Edberg,female,Sweden,Q34,1961
Charlotte Schanuel,female,Germany,Q183,1903
Ida Greaves,female,Australia,Q408,1875
Alice R. Washington,female,United States,Q30,1934
Ester Navarrete,female,Spain,Q29,1990
Marielle Saulnier,female,France,Q142,1968
Ellen Selma Knappertsbusch,female,Kingdom of Prussia,Q27306,1896
Agustina Simón,female,Spain,Q29,1904
Adeyeye whasilat,female,Nigeria,Q1033,2006
Josephine Anne Baker,female,United Kingdom,Q145,1939
Aurélie Jochaud,female,France,Q142,1977
Anne-Marie Canton-Bacara,female,France,Q142,1879
Ethel Lote,female,United Kingdom of Great Britain and Ireland,Q174193,1920
Danièle Bernard,female,France,Q142,1950
Karoline Adel,female,German Reich,Q1206012,1916
Margarete Zimbal,female,German Reich,Q1206012,1916
Heather Cutler,female,Canada,Q16,1960
Ails DelaOz,female,Colombia,Q739,1998
Lawal Olamide Balikis,female,Nigeria,Q1033,2005
Harriett Cassells,female,Ireland,Q27,1926
Retta Cross,female,United States,Q30,1976
Camilla Marie Larsen,female,Kingdom of Denmark,Q756617,1894
Solène Callarec,female,France,Q142,1990
Ada Unsgaard,female,Sweden,Q34,1893
Augusta Marx,female,Germany,Q183,1916
Suzanne Last,female,Romania,Q218,1900
Kornelia Thummel,female,Germany,Q183,1971
Anne Mae Beddow,female,United States,Q30,1892
Mildred Wilborn Gildersleeve,female,United States,Q30,1858
Vera Streng,female,Kingdom of the Netherlands,Q29999,1985
Rae Anstee,female,Australia,Q408,1932
Rebecca D. Lockhart,female,United States,Q30,1968
Rebecca Pomroy,female,United States,Q30,1817
Regina Askia-Williams,female,Nigeria,Q1033,1967
Rennie Stoyanova,female,Bulgaria,Q219,1957
René Mary Shadbolt,female,New Zealand,Q664,1903
Maren Sørensen,female,Kingdom of Denmark,Q756617,1882
Stevie,female,United States,Q30,1973
Razan al-Najjar,female,State of Palestine,Q219060,1997
Anna Pakalén,female,Finland,Q33,1891
Maria Nirod,female,Russian Empire,Q34266,1879
Annerose Apel,female,German Democratic Republic,Q16957,1953
Sigrid Utkilen,female,Norway,Q20,1916
Sister Consilio,female,Ireland,Q27,1937
Hilda Tuxworth,female,Australia,Q408,1908
Bartholine Eufemia Leganger,female,Norway,Q20,1903
Rosmarie Frick,female,Switzerland,Q39,1949
Margaret Matilda White,female,New Zealand,Q664,1868
Katarina Đerek,female,Croatia,Q224,2005
Cheng Ruifang,female,China,Q29520,1875
Rumi Yamamoto,female,Japan,Q17,1967
Bernadette Lépine,female,Canada,Q16,1903
Maria Wallerius-Lindekrantz,female,Sweden,Q34,1914
Magda Malerbakken,female,Norway,Q20,1923
Marion Jones,female,New Zealand,Q664,1944
"Mary Russell, Duchess of Bedford",female,United Kingdom,Q145,1865
Lucia de Berk,female,Kingdom of the Netherlands,Q29999,1961
Mary Irma Hilger,female,United States,Q30,1917
Gwendolyn Spencer,female,Jamaica,Q766,1916
Haydée Ballesteros,female,Uruguay,Q77,1937
Elisabet Lind,female,Sweden,Q34,1881
Chessie Moore,female,United States,Q30,1959
Andrea Babišová,female,Czech Republic,Q213,1972
Berenice Dolly,female,Trinidad and Tobago,Q754,1917
Theresa Robinson Buck,female,United States,Q30,1912
Maria Grazia De Marinis,female,Italy,Q38,1959
Mary Starke Harper,female,United States,Q30,1919
Agnès-Marie Valois,female,France,Q142,1914
Suzanne Raymonde de Saint-Périer,female,France,Q142,1890
Marie Baudet,female,France,Q142,1864
Hisako Suga,female,Empire of Japan,Q188712,1909
Margaret Harper,female,United States,Q30,1911
Inez Haynes,female,United States,Q30,1909
Julia O. Flikke,female,United States,Q30,1878
Pirkko Mattila,female,Finland,Q33,1964
Princess Tsehai,female,Ethiopia,Q115,1919
Rachel Crowdy,female,United Kingdom of Great Britain and Ireland,Q174193,1884
Rachel Robinson,female,United States,Q30,1922
Ethel Parsons,female,United States,Q30,1882
Vermel Whalen,female,United States,Q30,1928
Veronica Bulshefski,female,United States,Q30,1916
Vida Mary Katie MacLean,female,New Zealand,Q664,1881
Violet Tillard,female,United Kingdom,Q145,1874
Viva Donaldson,female,New Zealand,Q664,1893
Zofia Jarkowska-Krauze,female,Second Polish Republic,Q207272,1922
Irena Schirtładze,female,Second Polish Republic,Q207272,1928
Wanda Lurie,female,Poland,Q36,1911
Wendy Fatin,female,Australia,Q408,1941
Sarah Emma Edmonds,female,United States,Q30,1841
Sarah Mullally,female,United Kingdom,Q145,1962
Sarah Swift,female,United Kingdom of Great Britain and Ireland,Q174193,1854
Huiyun Yang,female,People's Republic of China,Q148,1963
Martha M. Russell,female,United States,Q30,1867
Li Yang,female,People's Republic of China,Q148,1962
Jianping You,female,People's Republic of China,Q148,1974
Zhao Qinghua,female,People's Republic of China,Q148,1963
Ferencné Schönfeld,female,Hungary,Q28,1891
Helena Dabrowska,female,Poland,Q36,1914
Elzbieta-Klementyna Krzywicka-Kowalik,female,Poland,Q36,1908
Cita Lovrenčič-Bole,female,Austria-Hungary,Q28513,1917
Yufeng Sun,female,People's Republic of China,Q148,1968
Inger Hee,female,Kingdom of Denmark,Q756617,1946
Zondeni Veronica Sobukwe,female,South Africa,Q258,1927
Urszula Krzyżanowska-Łagowska,female,Poland,Q36,1901
Jenny Morrison,female,Australia,Q408,1968
Irena Schusterová,female,Slovakia,Q214,1937
Charlotte Tassé,female,Canada,Q16,1893
Allie Rae,female,United States,Q30,1995
Ruth Lorraine Chandler,female,New Zealand,Q664,1916
Rose Clarke Nanyonga,female,Uganda,Q1036,1972
Rheba de Tornyay,female,United States,Q30,1926
Esther Paniagua Alonso,female,Spain,Q29,1949
Dora Nginza,female,South Africa,Q258,1891
Beatrice Mary MacDonald,female,United States,Q30,1881
Joanna Rosińczuk,female,Poland,Q36,1971
Hana Moravcová,female,Czechoslovakia,Q33946,1970
Sara Iredell Fleetwood,female,United States,Q30,1849
Olive Christiana Lupton,female,United Kingdom of Great Britain and Ireland,Q174193,1881
Tricia Hunter,female,United States,Q30,1949
Trish Worth,female,Australia,Q408,1946
Tsuneko Kondo-Kavese,female,Empire of Japan,Q188712,1893
Tui Alfreda Mayo,female,New Zealand,Q664,1905
Tzipora Laskov,female,Israel,Q801,1905
Veatrice Rice,female,United States,Q30,1949
Ricky Johnston,female,Australia,Q408,1943
Kimiko Uehara,female,Japan,Q17,1919
Robin Quivers,female,United States,Q30,1952
Robina Thomson Cameron,female,New Zealand,Q664,1892
Sas Carey,female,United States,Q30,1945
Selina Murray McDonald Sutherland,female,New Zealand,Q664,1839
Sheila Quinn,female,United Kingdom of Great Britain and Ireland,Q174193,1920
Shelley Wark-Martyn,female,Canada,Q16,1963
Shirley Walters,female,Australia,Q408,1925
Nurse Maude,female,New Zealand,Q664,1862
Isabelle Fromantin,female,France,Q142,1970
Audrey Dimond,female,United States,Q30,1921
Barrupu Yunupingu,female,Australia,Q408,1948
Amerentia Steensma,female,Kingdom of the Netherlands,Q29999,1878
Ángeles Flórez Peón,female,Spain,Q29,1918
Leah Rosenthal,female,Australia,Q408,1879
Lily McNicholas,female,United Kingdom,Q145,1909
Rina Nissim,female,Switzerland,Q39,1952
Neusa Cadore,female,Brazil,Q155,1955
Augusta Brito,female,Brazil,Q155,1976
Gertrude Elizabeth Livingston,female,Canada,Q16,1848
Ursula Elizabeth Johanna Schwerin,female,Nazi Germany,Q7318,1925
Gwen Grant Mellon,female,United States,Q30,1911
Johanna Wittum,female,Germany,Q183,1870
Pat Darling,female,Australia,Q408,1913
Patricia Flatley Brennan,female,United States,Q30,1953
Patricia Jane Jordan,female,Canada,Q16,1930
Patricia Janus,female,United States,Q30,1932
Patricia M. Derian,female,United States,Q30,1929
Patricia Staunton,female,Australia,Q408,1946
Emily de Burgh Daly,female,United Kingdom of Great Britain and Ireland,Q174193,1859
Rosa Charlyne Creger,female,United States,Q30,1918
Lucy Minnigerode,female,United States,Q30,1871
Colleen Conway-Welch,female,United States,Q30,1944
Sarah Morgan,female,United Kingdom,Q145,1948
Montserrat Gea Sánchez,female,Spain,Q29,1976
Ignacia Zeballos Taborga,female,Bolivia,Q750,1831
Juliana Larena y Fenollé,female,Spain,Q29,1790
Marisela Ortiz Escobedo,female,Mexico,Q96,1958
"María ""La Jabalina""",female,Spain,Q29,1917
Anna Braude-Hellerowa,female,Congress Poland,Q221457,1888
Elżbieta Rabowska,female,Poland,Q36,1884
Elena Chiriță,female,Kingdom of Romania,Q203493,1917
Jo Eleanor Elliott,female,United States,Q30,1923
Carrie Hall,female,United States,Q30,1874
Liliana La Rosa,female,Peru,Q419,1964
Anna Elizabeth Wilhelmine Christine Engelberts,female,Kingdom of the Netherlands,Q29999,1898
Edith DeVoe,female,United States,Q30,1921
Adrienne Durville,female,France,Q142,1879
Anita Cobby,female,Australia,Q408,1959
Zsuzsa Kárpáti,female,Hungary,Q28,1961
Steve Chadwick,female,New Zealand,Q664,1948
Mao Kiyose,female,Japan,Q17,1985
Yuki Watanabe,female,Japan,Q17,1981
Kaoru Sawayama,female,Japan,Q17,1980
Jikōson,female,Empire of Japan,Q188712,1903
Natsu Shiroi,female,Japan,Q17,1981
Noriko Mashita,female,Japan,Q17,1956
Mitsuko Ishii,female,Japan,Q17,1954
Shigeru Ishimoto,female,Empire of Japan,Q188712,1913
Vera Miščević,female,Yugoslavia,Q36704,1925
Akiko Utetsu,female,Japan,Q17,1970
Ida Jean Orlando,female,United States,Q30,1926
Ruth Holden,female,United States,Q30,1890
Maria Fogazzaro,female,Kingdom of Italy,Q172579,1881
Anna Grassetti,female,Kingdom of Italy,Q172579,1815
Aída Celia Sanz Fernández,female,Uruguay,Q77,1950
Marguerite Bottard,female,France,Q142,1822
Ida C. Nahm,female,United States,Q30,1865
Marie Zenger,female,Switzerland,Q39,1867
Dee O'Hara ,female,United States,Q30,1935
Marija Hvalič,female,Yugoslavia,Q36704,1918
Trude Drevland,female,Norway,Q20,1947
Sue Rocca,female,United States,Q30,1949
Sue West,female,Australia,Q408,1947
Susie Bower,female,Australia,Q408,1969
Sylvia Denton,female,United Kingdom,Q145,1941
Syringa Marshall-Burnett,female,Jamaica,Q766,1935
Tara Devi Tuladhar,female,Nepal,Q837,1931
Te Kiato Riwai,female,New Zealand,Q664,1912
Rakel Ludviksen,female,Norway,Q20,1967
Sirið Stenberg,female,Kingdom of Denmark,Q756617,1968
Hyo Chung Lee,female,Korea,Q18097,1897
Blanca Julia Clermont,female,Argentina,Q414,1916
Maja Edel Foget,female,Kingdom of Denmark,Q756617,1906
Isabel Maitland Stewart,female,United States,Q30,1878
Ingrid Wyller,female,Norway,Q20,1896
Eva-Ulrika Beck-Friis,female,Sweden,Q34,1894
Julie Hofmann,female,Switzerland,Q39,1867
Andrea Dickie de Almeida Nogueira,female,Brazil,Q155,1972
Elza Sonia Duarte Alencar,female,Brazil,Q155,1953
Maria do Socorro Rodrigues do Carmo,female,Brazil,Q155,1969
Kamilla Carvalho Rocha,female,Brazil,Q155,1989
Larissa Joselle Braga Teixeira,female,Brazil,Q155,1986
Erlita Conceição de Freitas,female,Brazil,Q155,1969
Teejay Haichert,female,Canada,Q16,1984
Theodora Turner,female,United Kingdom of Great Britain and Ireland,Q174193,1907
Theresa Yelverton,female,United Kingdom of Great Britain and Ireland,Q174193,1833
Tiffany Andrade,female,United States,Q30,1985
Rosa A. González,female,United States,Q30,1889
Rosalind Nash,female,United Kingdom of Great Britain and Ireland,Q174193,1862
Rosalind Paget,female,United Kingdom of Great Britain and Ireland,Q174193,1855
Ruby Bradley,female,United States,Q30,1907
Ruth Agatha Houghton,female,United States,Q30,1909
Ruth Alice Erickson,female,United States,Q30,1913
Laura Fernández,female,Spain,Q29,1988
Setsu Tanno,female,Empire of Japan,Q188712,1902
Wilma Oram,female,Australia,Q408,1916
Wilma Leona Jackson,female,United States,Q30,1909
Winifred Piesse,female,Australia,Q408,1923
Winnie Gibson,female,United States,Q30,1902
Winnifred Sarah Train,female,New Zealand,Q664,1904
Yae Ibuka,female,Empire of Japan,Q188712,1897
Stalina Asryan,female,Soviet Union,Q15180,1973
Margrethe Koch,female,Kingdom of Denmark,Q756617,1869
Anne-Lise Salling Larsen,female,Kingdom of Denmark,Q756617,1934
Benedicte Ramsing,female,Kingdom of Denmark,Q756617,1912
Bente Heuch,female,Kingdom of Denmark,Q756617,1923
Birthe Kofoed-Hansen,female,Kingdom of Denmark,Q756617,1916
Caroline Johansen,female,Kingdom of Denmark,Q756617,1862
Charlotte Henriette Larsen,female,Kingdom of Denmark,Q756617,1849
Cornelia Petersen,female,Kingdom of Denmark,Q756617,1879
Dorthea Secher Leth,female,Kingdom of Denmark,Q756617,1849
Eli Magnussen,female,Kingdom of Denmark,Q756617,1901
Carla Gonçalves Rezende,female,Brazil,Q155,1988
Roberta Soares de Brito,female,Brazil,Q155,1982
Angelica Ferreira,female,Brazil,Q155,1981
Suzana Cardoso Alves,female,Brazil,Q155,1965
Silvia Moura de Jesus,female,Brazil,Q155,1966
Salaria Kea,female,United States,Q30,1913
Estrid Rodhe,female,Sweden,Q34,1877
Evelyn Mase,female,South Africa,Q258,1922
Luba Blum-Bielicka,female,Poland,Q36,1906
Tomoka Nakagawa,female,Japan,Q17,1981
Olaug Bollestad,female,Norway,Q20,1961
Claudia Griffith,female,United States,Q30,1950
Christine Elizabeth Abrahamsen,female,United States,Q30,1916
Fanny Loinger,female,France,Q142,1915
Kate Evelyn Luard,female,United Kingdom,Q145,1872
Arne Beltz,female,United States,Q30,1917
Marie Léonie Vanhoutte,female,France,Q142,1888
Sally Lucas Jean,female,United States,Q30,1878
C. Annette Buckel,female,United States,Q30,1833
Louise Hagan,female,Canada,Q16,1948
Diane de Beaumont,female,Canada,Q16,1940
Julie Crémieux,female,France,Q142,1887
Fátima Sousa,female,Brazil,Q155,1960
Jean Purdy,female,United Kingdom,Q145,1945
Ewa Matuszewska,female,Second Polish Republic,Q207272,1919
Hanna Chrzanowska,female,Poland,Q36,1902
Nozomi Hazuki,female,Japan,Q17,1988
Sonia Peres,female,Israel,Q801,1923
Teresa Lubkiewicz-Urbanowicz,female,Poland,Q36,1930
Ruth Hassell-Thompson,female,United States,Q30,1942
Ruth Lubic,female,United States,Q30,1927
Sadie Macdonald,female,New Zealand,Q664,1886
Sally Thorne,female,Canada,Q16,1951
Sarah Dougherty,female,New Zealand,Q664,1817
Åshild Vang,female,Norway,Q20,1951
Kata Midorikawa,female,Empire of Japan,Q188712,1869
Masako Akiyama,female,Japan,Q17,1950
Kazuko Nose,female,Japan,Q17,1939
Keiko Funami,female,Japan,Q17,1970
Hiroko Usui,female,Japan,Q17,1932
Michiko Fujiwara,female,Empire of Japan,Q188712,1900
Hana Tōdō,female,Japan,Q17,1985
Eri Ebihara,female,Japan,Q17,1979
Junko Kondō,female,Japan,Q17,1931
Mitsu Kaneko,female,Empire of Japan,Q188712,1914
Chie Amemiya,female,Japan,Q17,1985
Misako Aoki,female,Japan,Q17,1983
Eva Amalie Rutkowski,female,Germany,Q183,1887
Cecilia Cianciarullo,female,Uruguay,Q77,1915
Alice Fitzgerald,female,United States,Q30,1875
Rebecca Lane Pennypacker Price,female,United States,Q30,1837
Helen Scott Hay,female,United States,Q30,1869
Rachel Prusak,female,United States,Q30,1975
Florence Merriam Johnson,female,United States,Q30,1876
Mary E. Gladwin,female,United States,Q30,1861
Eva Fatum,female,Kingdom of Denmark,Q756617,1947
Xiuhua Li,female,People's Republic of China,Q148,1954
Hui Yang,female,People's Republic of China,Q148,1960
Bronislava Krištopavičienė,female,Russian Empire,Q34266,1899
Emma Dagmar Stenbeck,female,Sweden,Q34,1889
Natsue Inoue,female,Empire of Japan,Q188712,1898
Chen Ching-min,female,Taiwan,Q865,1966
Ann K. Magnussen,female,United States,Q30,1899
Katrina Hertzer,female,United States,Q30,1873
Lilia de Vendeuvre,female,France,Q142,1897
Frances Reiter,female,United States,Q30,1904
Marie Panas,female,France,Q142,1850
Toni Hoffman,female,Australia,Q408,1957
Toshiko Abe,female,Japan,Q17,1959
Zepherina Smith,female,United Kingdom of Great Britain and Ireland,Q174193,1836
Marie Diémer,female,France,Q142,1877
Chiu Li-li,female,Taiwan,Q865,1962
Zofia Szlenkier,female,Second Polish Republic,Q207272,1882
Wanda Ossowska,female,Poland,Q36,1912
Wanda Zurawska,female,Poland,Q36,1903
Hilda Anna Krisch,female,Brazil,Q155,1900
Luiza Garlippe,female,Brazil,Q155,1941
María Gómez,female,Spain,Q29,1905
Keiko Hisama,female,Japan,Q17,1937
Lily Addison,female,Australia,Q408,1885
Iwano Niki,female,Empire of Japan,Q188712,1897
Nao Imada,female,Japan,Q17,1984
Fujie Sakamoto,female,Empire of Japan,Q188712,1924
Tamako Toguchi,female,Empire of Japan,Q188712,1937
Yukiko Tonosaki,female,Japan,Q17,1980
Kei Daikōji,female,Japan,Q17,1979
Tatsumi Ōsawa,female,Japan,Q17,1940
Tomoko Ōtani,female,Japan,Q17,1982
Chloé Charpentier,female,France,Q142,1993
Carolyn Webster-Stratton,female,United States,Q30,1947
Dorota Kozieł,female,Poland,Q36,1963
Anni Mathes,female,Austria,Q40,1956
Elisabeth Herfurth,female,Kingdom of Denmark,Q756617,1869
Elisabeth With,female,Kingdom of Denmark,Q756617,1892
Elisif Fiedler,female,Kingdom of Denmark,Q756617,1865
Ellen Margrethe Schrøder,female,Kingdom of Denmark,Q756617,1903
Elna Krogh Nielsen,female,Kingdom of Denmark,Q756617,1910
Elna Hiort-Lorenzen,female,Kingdom of Denmark,Q756617,1902
Elna Svopp,female,Kingdom of Denmark,Q756617,1881
Emma Levy,female,Kingdom of Denmark,Q756617,1867
Hedvig Post,female,Kingdom of Denmark,Q756617,1873
Ida Johnsen,female,Kingdom of Denmark,Q756617,1844
Inge Funding,female,Kingdom of Denmark,Q756617,1894
Inger Nordentoft,female,Kingdom of Denmark,Q756617,1865
Emiko Takagai,female,Japan,Q17,1963
Jadwiga Romanowska,female,Poland,Q36,1895
Janina Woynarowska,female,Poland,Q36,1923
Józefa Singer,female,Poland,Q36,1881
Maria Kraińska,female,Poland,Q36,1916
Maria Tarnowska,female,Russian Empire,Q34266,1880
Rachela Hutner,female,Poland,Q36,1909
Amanda Cajander,female,Grand Principality of Finland,Q62633,1827
Andrea Rioja,female,Bolivia,Q750,1862
Patricia Downes Chomley,female,Australia,Q408,1909
Dorothea Frederikke Bengtzen,female,Kingdom of Denmark,Q756617,1902
Agnes Matzerath,female,German Reich,Q1206012,1900
Schwester Dorothea,female,Germany,Q183,2000
Luise Sophie Knigge,female,Germany,Q183,1901
Elizabeth Gordon Fox,female,United States,Q30,1884
Sofia Nilsson,female,Sweden,Q34,1982
Marichu de la Mora,female,Spain,Q29,1907
Lottelise Folge,female,Norway,Q20,1952
Margaret Eckbo,female,Norway,Q20,1948
Maria Hansen,female,Kingdom of Denmark,Q756617,1939
Marit Langfeldt Ege,female,Norway,Q20,1952
Marie Odgaard,female,Kingdom of Denmark,Q756617,1904
Mona Jensine Frederiksen,female,Kingdom of Denmark,Q756617,1932
Inge Jenny Andersen,female,Kingdom of Denmark,Q756617,1936
Olga Hougaard,female,Kingdom of Denmark,Q756617,1894
Selma Nathanielsen,female,Kingdom of Denmark,Q756617,1879
Thora Fiedler,female,Kingdom of Denmark,Q756617,1854
Thora Knudsen,female,Kingdom of Denmark,Q756617,1861
Vera Brock,female,Kingdom of Denmark,Q756617,1904
Majda Pajnkihar,female,Socialist Federal Republic of Yugoslavia,Q83286,1959
Helen Hartley Jenkins,female,United States,Q30,1860
Simone Gillot,female,France,Q142,1912
Ramona Via i Pros,female,Spain,Q29,1922
Anne Haug,female,Norway,Q20,1921
Anne Jortveit,female,Norway,Q20,1967
Anne Merete Bull,female,Norway,Q20,1950
Linda Gorton,female,United States,Q30,1948
Ina Battistella,female,Kingdom of Italy,Q172579,1889
Esma Deniz,female,Ottoman Empire,Q12560,1902
Karethe Johnsen,female,Norway,Q20,1873
Betty Bristow Docker,female,Australia,Q408,1920
Constance Amy Fall,female,Australia,Q408,1903
Oak Soon Hong,female,South Korea,Q884,1916
Sineenart,female,Thailand,Q869,1985
Matsuko Takase,female,Japan,Q17,1907
Gabrielle Radziwill,female,Lithuania,Q37,1877
Patricia G. Deal,female,Australia,Q408,1933
Hanna Stoltenhoff,female,Germany,Q183,1913
Marie-Clotilde Barbier-Hugo,female,France,Q142,1859
Gertraud Bakalarz-Zakos,female,Austria,Q40,1922
Reba Cameron,female,United States,Q30,1885
Sara M. Cox,female,United Kingdom,Q145,1863
Amabel Scharff Roberts,female,United States,Q30,1891
Irihapeti Ramsden,female,New Zealand,Q664,1946
Minnie Goodnow,female,United States,Q30,1871
Evangeline Lydia Emsley,female,Canada,Q16,1885
Katharina Gillmann,female,Germany,Q183,1896
Eugénie Hamer,female,Belgium,Q31,1865
Kaarina Davis,female,United States,Q30,1970
Kaija Pakkanen,female,Finland,Q33,1915
Kyllikki Pohjala,female,Finland,Q33,1894
Ruth Munck,female,Finland,Q33,1886
Saara Rampanen,female,Finland,Q33,1886
Signe Kantele,female,Finland,Q33,1890
Tilly Soldan,female,Finland,Q33,1873
Venny Snellman,female,Finland,Q33,1893
Marta Corachan i Cuyàs,female,Spain,Q29,1936
Inger Gøtzsche,female,Kingdom of Denmark,Q756617,1912
Ingrid Kaae,female,Kingdom of Denmark,Q756617,1898
Johanne Marie Christine Hauch Fenger,female,Kingdom of Denmark,Q756617,1880
Judith Wang,female,Kingdom of Denmark,Q756617,1874
Laura Feyring,female,Kingdom of Denmark,Q756617,1874
Laura Madsen,female,Kingdom of Denmark,Q756617,1881
Lena Tidemand,female,Kingdom of Denmark,Q756617,1882
Maren Grosen,female,Kingdom of Denmark,Q756617,1882
Margarethe Lorensen,female,Kingdom of Denmark,Q756617,1942
Margrethe Kruse,female,Kingdom of Denmark,Q756617,1908
Maria Madsen,female,Kingdom of Denmark,Q756617,1900
Marie Hiort-Lorenzen,female,Kingdom of Denmark,Q756617,1861
Irma Dryden,female,United States,Q30,1920
Isabel Rodríguez,female,Spain,Q29,1480
Beatriz de Palacios,female,Spain,Q29,1600
María García Torrecillas,female,Spain,Q29,1916
Christine Grady,female,United States,Q30,1952
Elisabeth Studer-von Goumoëns,female,Switzerland,Q39,1878
Nyakeru Tshisekedi Denise,female,Democratic Republic of the Congo,Q974,1967
Juana Mansilla,female,Spain,Q29,1400
Nidia Herández,female,Uruguay,Q77,1933
Sherri Rasmussen,female,United States,Q30,1957
Kirsten Mejlhede Krog,female,Kingdom of Denmark,Q756617,1925
"Margarette ""Peggy"" Golding",female,United Kingdom,Q145,1881
Marie Lommer Bagger,female,Kingdom of Denmark,Q756617,1978
Merete Bonde Pilgaard,female,Kingdom of Denmark,Q756617,1971
Dora Werzberg,female,France,Q142,1920
Kaija Saranto,female,Finland,Q33,1954
Hertha Emma Eisenmenger,female,United States,Q30,1916
Montequila Robinson Sr,female,United States,Q30,1975
Bertha Moraes Nérici,female,Brazil,Q155,1921
Tomoyo Chiba,female,Japan,Q17,1965
Charis Ursula Frankenburg,female,United Kingdom of Great Britain and Ireland,Q174193,1892
Leila Fowler,female,Nigeria,Q1033,1933
Dora Haut-Kaiser,female,Cisleithania,Q533534,1914
Hermine Regal,female,Austria,Q40,1921
Vivi Kier,female,Kingdom of Denmark,Q756617,1958
Araceli González Carballo,female,Spain,Q29,1914
Eva Solla,female,Spain,Q29,1984
Ged Kearney,female,Australia,Q408,1963
Elizabeth Burchill,female,Australia,Q408,1904
Judyth Watson,female,Australia,Q408,1940
Mollie Skinner,female,Australia,Q408,1876
Helen Gillespie,female,United Kingdom of Great Britain and Ireland,Q174193,1898
Yvonne Moores,female,United Kingdom,Q145,1941
Frances Ritchie,female,United Kingdom,Q145,1942
Zeta Douka,female,Greece,Q41,1973
Maria Trikoupis,female,Greece,Q41,1874
Safia Abdi Haase,female,Norway,Q20,1959
Cathy Clement,female,Luxembourg,Q32,1979
Marie-Josée Frank,female,Luxembourg,Q32,1952
Nadine Bichler,female,Luxembourg,Q32,1968
Janet Bragg,female,United States,Q30,1907
Connie Kruckow,female,Kingdom of Denmark,Q756617,1953
Ellen Christensen,female,Kingdom of Denmark,Q756617,1913
Grete Christensen,female,Kingdom of Denmark,Q756617,1957
Isabelle Brockenhuus-Løwenhielm,female,Kingdom of Denmark,Q756617,1856
Edith Campbell,female,Canada,Q16,1871
Kaoru Nishimura,female,Japan,Q17,1957
Hong Li,female,People's Republic of China,Q148,1968
Anni Fjord,female,Kingdom of Denmark,Q756617,1954
Hauwa Liman,female,Nigeria,Q1033,1994
Andrea Huser,female,Switzerland,Q39,1973
Mieke Grypdonck,female,Kingdom of the Netherlands,Q29999,1946
Kirsten Stallknecht,female,Kingdom of Denmark,Q756617,1937
Lotte Hammer,female,Kingdom of Denmark,Q756617,1955
Merry Elisabeth Scheel,female,Kingdom of Denmark,Q756617,1929
Pernille Kløvedal Nørgaard,female,Kingdom of Denmark,Q756617,1953
Sigrid Riise,female,Kingdom of Denmark,Q756617,1933
Susanne Vind,female,Kingdom of Denmark,Q756617,1967
Thyra Frank,female,Kingdom of Denmark,Q756617,1952
Valborg Hjorth,female,Kingdom of Denmark,Q756617,1884
Valentine Honegger,female,France,Q142,1851
Diana Hamilton,female,Ghana,Q117,1978
Hannah Judkins Starbird,female,United States,Q30,1832
Marie Lysnes,female,Norway,Q20,1906
Jenny Elizabeth Leak,female,Australia,Q408,1937
Päivi Åstedt-Kurki,female,Finland,Q33,1957
Ailsa Betty Edwards,female,Australia,Q408,1926
Anne Leach,female,Australia,Q408,1914
Wang Hsiuying,female,People's Republic of China,Q148,1908
Maria Szikszay,female,Hungary,Q28,1904
Ruth B. Freeman,female,United States,Q30,1906
Nobu Madamubashi,female,Empire of Japan,Q188712,1918
Albine Pecha,female,Cisleithania,Q533534,1877
Wanda Idzikowska,female,Poland,Q36,1865
Amy March,female,United States,Q30,1849
Nadezhda Durachenko,female,Russia,Q159,1976
Galina Mikhailova,female,Russia,Q159,1977
Dorothy Deming,female,United States,Q30,1893
Anna Lowell Alline,female,United States,Q30,1864
Bernadette Armiger,female,United States,Q30,1915
Mary Berenice Beck,female,United States,Q30,1890
Nell V. Beeby,female,United States,Q30,1896
Frances V. Brink,female,United States,Q30,1889
Saifura Hussaini,female,Nigeria,Q1033,1993
Sarah E. Beard,female,United States,Q30,1921
Barbro Holmdahl,female,Sweden,Q34,1925
Marjorie Duvillard,female,Switzerland,Q39,1911
Marion Bengough,female,United Kingdom of Great Britain and Ireland,Q174193,1857
Anna Howarth,female,United Kingdom of Great Britain and Ireland,Q174193,1854
Gayle M. Wickman,female,United States,Q30,1936
Mandana Coleman Thorp,female,United States,Q30,1843
Margaret Irene Anderson,female,Australia,Q408,1915
Aafke Gesina van Hulst,female,Kingdom of the Netherlands,Q29999,1868
J. C. Burke,female,Australia,Q408,1965
Ruth Carol Taylor,female,United States,Q30,1931
Reba Z. Whittle,female,United States,Q30,1919
Helen Thomson,female,United States,Q30,1940
Jill Goldthwait,female,United States,Q30,1948
Azusa Miyako,female,Japan,Q17,1963
Naomi Togashi,female,Japan,Q17,1975
Mitsue Kobayashi,female,Japan,Q17,1960
Kaeko Yamashita,female,Japan,Q17,1944
Maya Yamazaki,female,Japan,Q17,1947
Mie Yamamoto,female,Japan,Q17,1958
Mizuko Tokunaga,female,Japan,Q17,1948
Roi Hino,female,Japan,Q17,1986
Megumi Matsuoka,female,Japan,Q17,1958
Sumire Sakurai,female,Japan,Q17,1980
Kei Ikegami,female,Japan,Q17,1979
Emiko Kawabata,female,Japan,Q17,1952
Nancy J. Lescavage,female,United States,Q30,1950
Marilyn Tavenner,female,United States,Q30,1951
Nekane Erauskin,female,Spain,Q29,1962
Ekaterina Karavelova,female,Bulgaria,Q219,1860
