name,gender,nationality,nationalityID,birth
Christine Lagarde,female,France,Q142,1956
Corry Brokken,female,Kingdom of the Netherlands,Q29999,1932
Winnie Sorgdrager,female,Kingdom of the Netherlands,Q29999,1948
Goler T. Butcher,female,United States,Q30,1925
Maite Orsini,female,Chile,Q298,1988
Ekaterina Fleischitz,female,Russian Empire,Q34266,1888
Tzipi Livni,female,Israel,Q801,1958
Gitte Seeberg,female,Kingdom of Denmark,Q756617,1960
Katalin Szili,female,Hungary,Q28,1956
Eren Keskin,female,Turkey,Q43,1959
Salwa El-Deghali,female,Libya,Q1016,2000
Jennifer Jones,female,Canada,Q16,1974
Marie-Arlette Carlotti,female,France,Q142,1952
Kathleen Kennedy Townsend,female,United States,Q30,1951
Barbara Brezigar,female,Socialist Federal Republic of Yugoslavia,Q83286,1953
Irena Wiszniewska-Białecka,female,Poland,Q36,1947
Carme Chacón,female,Spain,Q29,1971
Mariastella Gelmini,female,Italy,Q38,1973
Lauren Woodland,female,United States,Q30,1977
Fatma Koşer Kaya,female,Turkey,Q43,1968
Ela Bhatt,female,India,Q668,1933
Jessica Bird,female,United States,Q30,1969
Hanadi Jaradat,female,State of Palestine,Q219060,1975
Snežana Malović,female,Serbia,Q403,1976
Nicola Sturgeon,female,United Kingdom,Q145,1970
Nimet Baş,female,Turkey,Q43,1965
Gabriela Konevska-Trajkovska,female,North Macedonia,Q221,1971
Bea Simóka,female,Hungary,Q28,1975
Hazel R. O'Leary,female,United States,Q30,1937
Annette Lu,female,Taiwan under Japanese rule,Q137816,1944
Shirin Ebadi,female,Iran,Q794,1947
Anne-Marie Slaughter,female,United States,Q30,1958
Bella Abzug,female,United States,Q30,1920
Eva Joly,female,Norway,Q20,1943
Masako Nakata,female,Empire of Japan,Q188712,1910
Jalila Jefferson-Bullock,female,United States,Q30,1975
Karen Carter Peterson,female,United States,Q30,1969
Julie Quinn,female,United States,Q30,1966
Susan Longley,female,United States,Q30,1955
Geraldine Valentino-Smith,female,United States,Q30,1964
Lynn Fitch,female,United States,Q30,1961
Jessica Upshaw,female,United States,Q30,1959
Patricia Dillon Cafferata,female,United States,Q30,1940
Joanie Mahoney,female,United States,Q30,1965
Tetiana Montian,female,Soviet Union,Q15180,1972
Laura Celeiro García,female,Spain,Q29,1981
Rosa Vindel,female,Spain,Q29,1958
Madeleine Cosman,female,United States,Q30,1937
Yolanda Barco,female,United States,Q30,1926
Mary Jeanne Coyne,female,United States,Q30,1926
Elreta Melton Alexander-Ralston,female,United States,Q30,1919
Katra Zajc,female,Slovenia,Q215,1967
Suad Al-Shammari,female,Saudi Arabia,Q851,1966
María Seoane Romero,female,Spain,Q29,1981
Yifat Bitton,female,Israel,Q801,1971
Noya Rimalt,female,Israel,Q801,1965
Aisha Rateb,female,Egypt,Q79,1928
Mary R. Grizzle,female,United States,Q30,1921
Krystyna Chojnicka,female,Poland,Q36,1951
Tea Tsulukiani,female,Georgia,Q230,1975
Andere Arriolabengoa,female,Spain,Q29,1982
Ane Urkiola,female,Spain,Q29,1967
Aurora Arnaiz,female,Spain,Q29,1913
Hadassah Mor,female,Israel,Q801,1931
Tali Nir,female,Israel,Q801,1973
Nora Guinn,female,United States,Q30,1920
Inés Arrimadas,female,Spain,Q29,1981
Marijke Scholten,female,Kingdom of the Netherlands,Q29999,1946
Aissata Tall Sall,female,Senegal,Q1041,1957
Leslie Hall Pinder,female,Canada,Q16,1946
Smadar Ben-Natan,female,Israel,Q801,1970
Inbal Rubinstein,female,Israel,Q801,1961
Belen Greaves,female,Spain,Q29,1956
Maria Teresa Parra Almiñana,female,Spain,Q29,1966
Susana Corcuera Leunda,female,Spain,Q29,1963
Esther Larrañaga,female,Spain,Q29,1955
Camelia Toader,female,Romania,Q218,1963
Gražbylė Venclauskaitė,female,Lithuania,Q37,1912
Laura Garrido Knörr,female,Spain,Q29,1970
Mertxe Agúndez,female,Spain,Q29,1948
Nellie Gray,female,United States,Q30,1924
Ana Maria Besalduch Besalduch,female,Spain,Q29,1973
Kristin Yurukova,female,Bulgaria,Q219,1956
Maya Manolova,female,Bulgaria,Q219,1965
Anna Mani-Papadimitriou,female,Greece,Q41,1964
Catherine Samba-Panza,female,Central African Republic,Q929,1954
Ana Otadui,female,Spain,Q29,1976
Elena María Bastidas Bono,female,Spain,Q29,1969
C. Bette Wimbish,female,United States,Q30,1924
Laura Chapman Hruska,female,United States,Q30,1935
Jeon Hyun-heui,female,South Korea,Q884,1964
Soyeon Jeong,female,South Korea,Q884,1983
Cho Yoon-sun,female,South Korea,Q884,1966
Jin Sun-mee,female,South Korea,Q884,1967
Eva Parera i Escrichs,female,Spain,Q29,1973
Juana Iturmendi,female,Spain,Q29,1944
Nina Warken,female,Germany,Q183,1979
Kang Myung-ok,female,South Korea,Q884,1910
Anja Cordes,female,Kingdom of Denmark,Q756617,1955
Ekaterina Zakharieva,female,Bulgaria,Q219,1975
Asvor Ottesen,female,Norway,Q20,1911
Eva Maria Menor Cantador,female,Spain,Q29,1972
Mónica Pinto,female,Argentina,Q414,1952
Tatyana Doncheva,female,Bulgaria,Q219,1960
Maria Isabel Lozano Moral,female,Spain,Q29,1972
Alexandra Cuadrat,female,Spain,Q29,1968
Bonnie Mürsch,female,Kingdom of Denmark,Q756617,1941
Rafiah Salim,female,Malaysia,Q833,1947
Olgica Batić,female,Serbia,Q403,1981
Gordana Siljanovska-Davkova,female,North Macedonia,Q221,1953
Rachida Lamrabet,female,Morocco,Q1028,1970
P. G. Lim,female,Malaysia,Q833,1915
Cella Serghi,female,Romania,Q218,1907
Merete Smith,female,Norway,Q20,1960
Ala Popescu,female,Moldova,Q217,1958
Ana Birchall,female,Romania,Q218,1973
Edel Saunte,female,Kingdom of Denmark,Q756617,1904
Ella Negruzzi,female,Romania,Q218,1876
Madda Holda,female,Romania,Q218,1911
Magda Isanos,female,Romania,Q218,1916
Andrea Lindholz,female,Germany,Q183,1970
Laura Quilter,female,United States,Q30,1968
Margaret Smith,female,United States,Q30,1952
Baiba Broka,female,Latvia,Q211,1975
Avril Haines,female,United States,Q30,1969
Ayo Ayoola-Amale,female,Nigeria,Q1033,1970
Arely Gómez González,female,Mexico,Q96,1952
Armelle Lago,female,France,Q142,1986
Anja Sturm,female,Germany,Q183,1970
Petrese B. Tucker,female,United States,Q30,1951
Lucy H. Koh,female,United States,Q30,1968
Lucy Somerville Howorth,female,United States,Q30,1895
Sivan Klein,female,Israel,Q801,1984
Sonia Escudero,female,Argentina,Q414,1953
Sonia Pressman Fuentes,female,United States,Q30,1928
Sophia A. Nelson,female,United States,Q30,1967
Nancy Moritz,female,United States,Q30,1960
Nancy D. Freudenthal,female,United States,Q30,1954
Nancy Duff Campbell,female,United States,Q30,1943
Nancy Friedman Atlas,female,United States,Q30,1949
Nancy Garlock Edmunds,female,United States,Q30,1947
Gültekin Hacıbeyli,female,Azerbaijan,Q227,1973
Lulwa Al Awadhi,female,Bahrain,Q398,1971
Anna Schneider,female,Israel,Q801,1947
Lucile Lomen,female,United States,Q30,1920
Rosa Ginossar,female,Israel,Q801,1890
Stacey Abrams,female,United States,Q30,1973
Stacy Erwin Oakes,female,United States,Q30,1973
Stacy Head,female,United States,Q30,1969
Sophia Akuffo,female,Ghana,Q117,1949
Sophie Chandauka,female,Zimbabwe,Q954,1978
Sophonisba Breckinridge,female,United States,Q30,1866
Myra Bradwell,female,United States,Q30,1831
Esther Hayut,female,Israel,Q801,1953
Na Kyung-won,female,South Korea,Q884,1963
Nan Aron,female,United States,Q30,1948
Yehudit Karp,female,Israel,Q801,1937
Nancy A. Henry,female,United States,Q30,1961
Phyllis A. Kravitch,female,United States,Q30,1920
Phyllis Jean Hamilton,female,United States,Q30,1952
Lynn Toler,female,United States,Q30,1959
Lynne Abraham,female,United States,Q30,1941
Lynne A. Battaglia,female,United States,Q30,1946
Lynne Hermle,female,United States,Q30,1956
Lydie Err,female,Luxembourg,Q32,1949
Stephanie Miner,female,United States,Q30,1970
Stephanie Thacker,female,United States,Q30,1965
Lynn Forester de Rothschild,female,United States,Q30,1954
Nancy Gernter,female,United States,Q30,1946
Nancy H. Rogers,female,United States,Q30,1948
Nancy Landry,female,United States,Q30,1962
Nancy Patricia Gutiérrez,female,Colombia,Q739,1963
Phindiwe Sangweni,female,South Africa,Q258,1963
Phoebe Couzins,female,United States,Q30,1842
Nancy Soderberg,female,United States,Q30,1959
Nanette Kay Laughrey,female,United States,Q30,1946
Nannette Jolivette Brown,female,United States,Q30,1963
Naomi E. Morris,female,United States,Q30,1921
Naomi Gurian,female,United States,Q30,1933
M. Margaret McKeown,female,United States,Q30,1951
Stefani Carter,female,United States,Q30,1978
Stefanie Schaeffer,female,United States,Q30,1974
Stella Hackel Sims,female,United States,Q30,1926
Mae D'Agostino,female,United States,Q30,1954
Magodonga Mahlangu,female,Zimbabwe,Q954,1972
Avital Dicker,female,Israel,Q801,1964
Mahala Ashley Dickerson,female,United States,Q30,1912
Stephanie Cutter,female,United States,Q30,1968
Stephanie Marie Rose,female,United States,Q30,1972
Nathalie Roy,female,Canada,Q16,1964
Ogenia Wienogradov,female,Israel,Q801,1910
Mabel Agyemang,female,Ghana,Q117,1970
Mabel Walker Willebrandt,female,United States,Q30,1889
Mablean Ephriam,female,United States,Q30,1949
M. Christina Armijo,female,United States,Q30,1951
Natalie Shirley,female,United States,Q30,1957
Pinkie C. Wilkerson,female,United States,Q30,1948
M. Patricia Smith,female,United States,Q30,1952
Menuchah Beckerman,female,Israel,Q801,1954
Madge Bradley,female,United States,Q30,1904
Pleasant Bridgewater,female,The Bahamas,Q778,1960
Polly Nelson,female,United States,Q30,1952
Naomi Reice Buchwald,female,United States,Q30,1944
Talia Sasson,female,Israel,Q801,1951
Preeta D. Bansal,female,United States,Q30,1965
M. Elizabeth Magill,female,United States,Q30,1966
Neera Tanden,female,United States,Q30,1970
Manjaagiin Ichinnorov,female,Mongolia,Q711,1972
Rachel Ben Ari,female,Israel,Q801,1957
Priscilla Lord,female,United States,Q30,1942
Priscilla Leung,female,People's Republic of China,Q148,1960
Priscilla Richman,female,United States,Q30,1954
Mahvish Rukhsana Khan,female,United States,Q30,1978
Mai Chen,female,New Zealand,Q664,1964
Rotem Sela,female,Israel,Q801,1983
Nelva Gonzales Ramos,female,United States,Q30,1965
Neria Douglass,female,United States,Q30,1952
Darya Maoz,female,Israel,Q801,1969
Beatrice Dalia,female,Italy,Q38,1970
Rachel Hirschfeld,female,United States,Q30,1946
Rachel Mayanja,female,Uganda,Q1036,1948
Rachel Notley,female,Canada,Q16,1964
Rachel Paulose,female,United States,Q30,1973
Rachel Sklar,female,United States,Q30,1972
Talia Livni,female,Israel,Q801,1943
Amy Chua,female,United States,Q30,1962
Lygia Fagundes Telles,female,Brazil,Q155,1918
Shirley M. Hufstedler,female,United States,Q30,1925
Beatriz Merino,female,Peru,Q419,1947
Olena Lukash,female,Ukraine,Q212,1976
Elena Udrea,female,Romania,Q218,1973
Nina Pacari,female,Ecuador,Q736,1961
Deborah Coyne,female,Canada,Q16,1955
Tahani al-Gebali,female,Egypt,Q79,1950
Madalyn Murray O'Hair,female,United States,Q30,1919
Marcia Fudge,female,United States,Q30,1952
María Sumire,female,Peru,Q419,1951
Frances Fyfield,female,United Kingdom,Q145,1948
Asha-Rose Migiro,female,Tanzania,Q924,1956
Vlasta Parkanová,female,Czech Republic,Q213,1951
Hanne Bjurstrøm,female,Norway,Q20,1960
Eleanor Holmes Norton,female,United States,Q30,1937
Ertha Pascal-Trouillot,female,Haiti,Q790,1943
Radhika Coomaraswamy,female,Sri Lanka,Q854,1953
Sheila Jackson Lee,female,United States,Q30,1950
Denise Majette,female,United States,Q30,1955
Judy Biggert,female,United States,Q30,1937
Donna Edwards,female,United States,Q30,1958
Barbara Jordan,female,England,Q21,1936
Shelley Berkley,female,United States,Q30,1951
Kathy Castor,female,United States,Q30,1966
Kim Campbell,female,Canada,Q16,1947
Jamila Wideman,female,United States,Q30,1975
Iman al-Obeidi,female,Libya,Q1016,1982
Terri Sewell,female,United States,Q30,1965
Stephanie Tubbs Jones,female,United States,Q30,1949
Nathalie Griesbeck,female,France,Q142,1956
Kim Thúy,female,Vietnam,Q881,1968
Diana Ossana,female,United States,Q30,1949
Alison Redford,female,Canada,Q16,1965
Antoinette Quinche,female,Switzerland,Q39,1896
Beverley McLachlin,female,Canada,Q16,1943
Sylvia Steiner,female,Brazil,Q155,1953
Mary Surratt,female,United States,Q30,1820
Kerry McCarthy,female,United Kingdom,Q145,1965
Antje Grotheer,female,Germany,Q183,1967
Ingeborg Hansen,female,Kingdom of Denmark,Q756617,1886
Fern Hobbs,female,United States,Q30,1883
Elizabeth Odio Benito,female,Costa Rica,Q800,1939
Piedad Córdoba,female,Colombia,Q739,1955
Margaret Heckler,female,United States,Q30,1931
Kartika Liotard,female,Kingdom of the Netherlands,Q29999,1971
Diana Wallis,female,United Kingdom,Q145,1954
Florence Bates,female,United States,Q30,1888
Gisèle Halimi,female,French protectorate of Tunisia,Q2017684,1927
Carla Anderson Hills,female,United States,Q30,1934
Ambiga Sreenevasan,female,Malaysia,Q833,1956
Cristina Almeida,female,Spain,Q29,1944
Sophie Turner,female,Australia,Q408,1984
Gleisi Hoffmann,female,Brazil,Q155,1965
Maryanne Trump Barry,female,United States,Q30,1937
Renate Weber,female,Romania,Q218,1955
Aaslaug Aasland,female,Norway,Q20,1890
Martha Coakley,female,United States,Q30,1953
Sharon Bowles,female,United Kingdom,Q145,1953
Clara Bryant,female,United States,Q30,1985
Amy Nixon,female,Canada,Q16,1977
Cynthia Lummis,female,United States,Q30,1954
Germaine Poinso-Chapuis,female,France,Q142,1901
Chris Van Den Wyngaert,female,Belgium,Q31,1952
Simone Veil,female,Belgium,Q31,1927
Keiko Chiba,female,Japan,Q17,1948
Marina Kaljurand,female,Estonia,Q191,1962
Niki Tsongas,female,United States,Q30,1946
Liesbeth Spies,female,Kingdom of the Netherlands,Q29999,1966
Wendy Fitzwilliam,female,Trinidad and Tobago,Q754,1972
Carol Browner,female,United States,Q30,1955
Fátima Báñez,female,Spain,Q29,1967
Elisabeth Kopp,female,Switzerland,Q39,1936
Silke Hinrichsen,female,Germany,Q183,1957
Carla Del Ponte,female,Switzerland,Q39,1947
Martha Roby,female,United States,Q30,1976
Mary Ann Glendon,female,United States,Q30,1938
Auður Auðuns,female,Iceland,Q189,1911
Ragna Árnadóttir,female,Iceland,Q189,1966
Nancy Grace,female,United States,Q30,1959
Rosa Russo Iervolino,female,Italy,Q38,1936
Nathalie Sarraute,female,Russian Empire,Q34266,1900
Hildegart Rodríguez Carballeira,female,Spain,Q29,1914
Sheila Bair,female,United States,Q30,1954
Ni Yulan,female,People's Republic of China,Q148,1961
Béatrice Métraux,female,Switzerland,Q39,1955
Lydie Polfer,female,Luxembourg,Q32,1952
Ama Walton,female,Germany,Q183,1970
Patrizia Pesenti,female,Switzerland,Q39,1958
Gabrielle Kaufmann-Kohler,female,Switzerland,Q39,1952
Mailis Reps,female,Estonia,Q191,1975
Ann Veneman,female,United States,Q30,1949
Rosalía Arteaga Serrano,female,Ecuador,Q736,1956
Ellen Segal Huvelle,female,United States,Q30,1948
Ellen Spencer Mussey,female,United States,Q30,1850
Elizabeth Elmore,female,United States,Q30,1976
Elizabeth Erny Foote,female,United States,Q30,1953
Elizabeth F. Emens,female,United States,Q30,1972
Griselda Tessio,female,Argentina,Q414,1946
Gro Hillestad Thune,female,Norway,Q20,1943
Carol W. Hunstein,female,United States,Q30,1944
Carol Weiss King,female,United States,Q30,1895
Carol Zardetto,female,Guatemala,Q774,1960
Carolina Griño-Aquino,female,Philippines,Q928,1923
Carolina Goic Boroevic,female,Chile,Q298,1972
Caroline C. Hunter,female,United States,Q30,1976
Elizabeth A. Grimes,female,United States,Q30,1954
Elizabeth A. Kovachevich,female,United States,Q30,1936
Gabrielle LeDoux,female,United States,Q30,1948
Gabrielle Upton,female,Australia,Q408,1964
Gail Asper,female,Canada,Q16,1960
Gail Koff,female,United States,Q30,1945
Gail T. Kulick,female,United States,Q30,1959
Carol Downer,female,United States,Q30,1933
Carol E. Jackson,female,United States,Q30,1952
Carol Jean Vigil,female,United States,Q30,1946
Carol Lam,female,United States,Q30,1959
Carol Los Mansmann,female,United States,Q30,1942
Caroline K. Simon,female,United States,Q30,1900
Carolyn B. McHugh,female,United States,Q30,1957
Carolyn Dineen King,female,United States,Q30,1938
Carolyn Kuhl,female,United States,Q30,1952
Carolyn Lamm,female,United States,Q30,1948
Carmen Argibay,female,Argentina,Q414,1939
Carmen Beauchamp Ciparick,female,United States,Q30,1942
Carmen Consuelo Cerezo,female,United States,Q30,1940
Carmen Planas,female,Philippines,Q928,1914
Daniela Kovářová,female,Czech Republic,Q213,1964
Elizabeth Bagley,female,United States,Q30,1952
Elizabeth Harrison Walker,female,United States,Q30,1897
Elizabeth Holtzman,female,United States,Q30,1941
Carolyn R. Dimmick,female,United States,Q30,1929
Carolyn Turchin,female,United States,Q30,1945
Carrie Kei Heim,female,United States,Q30,1973
Gene E. K. Pratter,female,United States,Q30,1949
Darleen Ortega,female,United States,Q30,1962
Gülten Akın,female,Turkey,Q43,1933
Ella Knowles Haskell,female,United States,Q30,1870
Ellen 't Hoen,female,Kingdom of the Netherlands,Q29999,1960
Ellen D. Katz,female,United States,Q30,1960
Ellen Holager Andenæs,female,Norway,Q20,1947
Ellen L. Weintraub,female,United States,Q30,1957
Ellen Lipton Hollander,female,United States,Q30,1949
Ellen Leonida,female,United States,Q30,1970
Ellen Melville,female,New Zealand,Q664,1882
Cary Kennedy,female,United States,Q30,1968
Cassandra Butts,female,United States,Q30,1965
Catherine Crier,female,United States,Q30,1954
Catherine D. Kimball,female,United States,Q30,1945
Catherine D. Perry,female,United States,Q30,1952
Catherine Eagles,female,United States,Q30,1958
Catherine Fraser,female,Canada,Q16,1947
Genevieve R. Cline,female,United States,Q30,1877
Genevievette Walker-Lightfoot,female,United States,Q30,1972
Gay McDougall,female,United States,Q30,1947
Maria Lourdes Sereno,female,Philippines,Q928,1960
Ellen Victoria Futter,female,United States,Q30,1949
Cate Edwards,female,United States,Q30,1982
Catharina Haynes,female,United States,Q30,1963
Catharine Van Valkenburg Waite,female,United States,Q30,1829
Elizabeth Virginia Hallanan,female,United States,Q30,1925
Elizabeth Weaver,female,United States,Q30,1941
Ella Bully-Cummings,female,United States,Q30,1958
Elsijane Trimble Roy,female,United States,Q30,1916
Cecilia Altonaga,female,United States,Q30,1962
Cecilia Medina,female,Chile,Q298,1935
Catherine Abate,female,United States,Q30,1947
Catherine Branson,female,Australia,Q408,1948
Catherine C. Blake,female,United States,Q30,1950
Catherine Cortez Masto,female,United States,Q30,1964
Carol A. Beier,female,United States,Q30,1958
Carol Ann Abrams,female,United States,Q30,1942
Carol Bagley Amon,female,United States,Q30,1946
Carol Chumney,female,United States,Q30,1961
Carol Corrigan,female,United States,Q30,1948
Caroline Casagrande,female,United States,Q30,1976
Caroline Duby Glassman,female,United States,Q30,1922
Caroline Fayard,female,United States,Q30,1978
Caroline Flanagan,female,United Kingdom,Q145,2000
Cathy Ann Bencivengo,female,United States,Q30,1958
Cathy Bissoon,female,United States,Q30,1968
Cathy Cochran,female,United States,Q30,1944
Cathy Seibel,female,United States,Q30,1960
Catherine Hanaway,female,United States,Q30,1963
Catherine Roraback,female,United States,Q30,1920
Catherine Sharkey,female,United States,Q30,1970
Catharine Waugh McCulloch,female,United States,Q30,1862
Ember Reichgott Junge,female,United States,Q30,1953
Emelia Christine Schaub,female,United States,Q30,1891
Cecilia Pérez,female,Chile,Q298,1974
Emily Giffin,female,United States,Q30,1972
Emma Gillett,female,United States,Q30,1852
Alexandra Moreira,female,Bolivia,Q750,1901
Vanessa Allen Sutherland,female,United States,Q30,2000
Annie Ruth Jiagge,female,Ghana,Q117,1918
Simone Goldschmidt,female,France,Q142,1918
Emma Kammacher,female,Switzerland,Q39,1904
Louisa Specht-Riemenschneider,female,Germany,Q183,1985
Celia Cánovas Essard,female,Spain,Q29,1966
Mayra Enríquez Vanderkam,female,Mexico,Q96,1971
Carolyn Jane Senador Fariñas,female,Philippines,Q928,1965
Janina Jurkiewicz,female,Poland,Q36,1880
Asma Khader,female,Jordan,Q810,1952
Olive Smuts-Kennedy,female,New Zealand,Q664,1925
Saru Jayaraman,female,United States,Q30,1976
Jessie K. Liu,female,United States,Q30,1973
Michèle Ndoki,female,Cameroon,Q1009,1973
Catherine McKenna,female,Canada,Q16,1971
Batya Kahana Dror,female,Israel,Q801,1969
Bettina Bähr-Losse,female,Germany,Q183,1967
Judith Swinkels,female,Kingdom of the Netherlands,Q29999,1961
Anine Frølich,female,Norway,Q20,1994
Patricia Vilán,female,Spain,Q29,1970
Héloïse Bock,female,Luxembourg,Q32,1976
Sandra Ankobiah,female,Ghana,Q117,1983
Phyllis Christian,female,Ghana,Q117,1956
Ann Coolsaet,female,Belgium,Q31,1971
Filomena Tassi,female,Canada,Q16,1962
Chou Chun-mi,female,Taiwan,Q865,1966
Mechele Dickerson,female,United States,Q30,1962
Corinne Widmer Lüchinger,female,Switzerland,Q39,1974
Cecilie Hellestveit,female,Norway,Q20,1972
Caroline Meller-Hannich,female,Germany,Q183,1970
Marisol Pérez Tello,female,Peru,Q419,1969
Cayetana Aljovín,female,Peru,Q419,1966
Lorena Ruiz-Huerta,female,Spain,Q29,1977
Zuzana Števulová,female,Slovakia,Q214,1983
Frauke Brosius-Gersdorf,female,Germany,Q183,1971
Salamat Azimi,female,Afghanistan,Q889,1965
Ángela Hernández,female,Colombia,Q739,1990
Jessie Ashley,female,United States,Q30,1861
Loraine Donnedieu de Vabres-Tranié,female,France,Q142,1961
Faten Al-Naqeeb,female,Kuwait,Q817,1964
Maria Josep Amigó Laguarda,female,Spain,Q29,1968
Esperanza García González,female,Spain,Q29,1975
Isabelle Schlesser,female,Luxembourg,Q32,1973
Carla Qualtrough,female,Canada,Q16,1971
Carmina Castellví i Vallverdú,female,Spain,Q29,1967
Doris Gutiérrez,female,Honduras,Q783,1947
Astrid Wagner,female,Austria,Q40,1963
Tanja Smit,female,Belgium,Q31,1972
Catherine Jeancolas,female,France,Q142,1952
Solange Doumic,female,France,Q142,1969
Evi Van der Planken,female,Belgium,Q31,1979
Marion Ngo,female,France,Q142,1977
Wafa Albueise,female,Libya,Q1016,1973
Michèle Anahory,female,France,Q142,1963
Isabelle Wekstein-Steg,female,France,Q142,1963
Alice Meier-Bourdeau,female,France,Q142,1972
Elizabeth Cordonier,female,Canada,Q16,1987
Ada Bittenbender,female,United States,Q30,1848
Grace d'Almeida,female,Benin,Q962,1951
Jennifer Klemetsrud Puhl,female,United States,Q30,1974
Shyamala Pappu,female,Dominion of India,Q1775277,1933
Vanessa Atterbeary,female,United States,Q30,1975
Raquel Garrido,female,France,Q142,1974
Sophie Hagège,female,France,Q142,1965
Blandine Lejeune,female,France,Q142,1962
Arlette Fructus,female,France,Q142,1958
Diane de Moüy,female,France,Q142,1963
Chantal Giraud-Van Gaver,female,France,Q142,1949
Danielle Lipman-Wulf Boccara,female,France,Q142,1942
Kathleen Mary Peterson,female,United States,Q30,1948
Roberta Cordano,female,United States,Q30,1963
Stephanie A. Finley,female,United States,Q30,1966
Carla Gericke,female,United States,Q30,1972
Hanna Wronska,female,Ukraine,Q212,1974
Patricia Donayre,female,Peru,Q419,1971
Catherine Mardon,female,Canada,Q16,2000
Lydienne Yen-Eyoum,female,Cameroon,Q1009,1959
Alda Facio,female,Costa Rica,Q800,1948
María Mercedes López Mora,female,Colombia,Q739,1967
Francia Márquez,female,Colombia,Q739,1981
Josepha Madigan,female,Ireland,Q27,1970
Salomé Pradas Ten,female,Spain,Q29,1978
Yeni Vilcatoma,female,Peru,Q419,1978
Ana Irma Rivera Lassén,female,United States,Q30,1955
Jarmila Veselá,female,Czechoslovakia,Q33946,1899
Beth Ann Williams,female,United States,Q30,1979
Fabienne Haas,female,France,Q142,1959
Jacqueline A. Berrien,female,United States,Q30,1961
Morwenna Lane,female,Canada,Q16,1974
Zeynep Kenan,female,Turkey,Q43,1969
Susanne Teichmanis,female,Germany,Q183,1968
Dubravka Šimonović,female,Croatia,Q224,1958
Rosa Bartra,female,Peru,Q419,1973
Maud McLure Kelly,female,United States,Q30,1887
Ana de Palacio y del Valle-Lersundi,female,Spain,Q29,1948
Viola Amherd,female,Switzerland,Q39,1962
Isabelle Moret,female,Switzerland,Q39,1970
Emilie Kempin-Spyri,female,Switzerland,Q39,1853
Christa Markwalder,female,Switzerland,Q39,1975
Diana DeGette,female,United States,Q30,1957
Corinne Lepage,female,France,Q142,1951
Betty Sutton,female,United States,Q30,1963
Marguerite Legot,female,Belgium,Q31,1913
Wenche Elizabeth Arntzen,female,Norway,Q20,1959
Dulce María Loynaz,female,Cuba,Q241,1902
Anita Thanei,female,Switzerland,Q39,1954
Jacqueline de Quattro,female,Switzerland,Q39,1960
"Bajrakitiyabha, Princess Rajasarinisiribajra",female,Thailand,Q869,1978
Ólöf Nordal,female,Iceland,Q189,1966
Laurette Onkelinx,female,Belgium,Q31,1958
Anne Montminy,female,Canada,Q16,1975
Anne Klein,female,Germany,Q183,1950
Anne Gorsuch Burford,female,United States,Q30,1942
Hauwa Ibrahim,female,Nigeria,Q1033,1968
Vilija Blinkevičiūtė,female,Lithuania,Q37,1960
Annabelle Ewing,female,United Kingdom,Q145,1960
Elizabeth Warren,female,United States,Q30,1949
Anne Petitpierre,female,Switzerland,Q39,1943
Anne Peters,female,Germany,Q183,1964
Elizabeth Jane Via,female,United States,Q30,1948
Dora Alonso,female,Cuba,Q241,1910
Angie Brooks,female,Liberia,Q1014,1928
Izaskun Bilbao Barandica,female,Spain,Q29,1961
Helga Seibert,female,Germany,Q183,1939
Joëlle Milquet,female,Belgium,Q31,1961
Paola Severino,female,Italy,Q38,1948
Linda Sánchez,female,United States,Q30,1969
Elizabeth May,female,Canada,Q16,1954
Tzipi Hotovely,female,Israel,Q801,1978
Noemí Sanín,female,Colombia,Q739,1949
Metiria Turei,female,New Zealand,Q664,1970
Olga Nazarova,female,Belarus,Q184,1977
Julie Bishop,female,Australia,Q408,1956
Soledad Alvear,female,Chile,Q298,1950
Simonetta Agnello Hornby,female,Italy,Q38,1945
Mitchell Baker,female,United States,Q30,1957
Christiane Brunner,female,Switzerland,Q39,1947
Maria Luisa Berti,female,San Marino,Q238,1971
Carol Moseley Braun,female,United States,Q30,1947
Oveta Culp Hobby,female,United States,Q30,1905
Harriet Miers,female,United States,Q30,1945
Anne Seydoux-Christe,female,Switzerland,Q39,1958
Ayala Procaccia,female,Israel,Q801,1941
Tuulikki Laesson,female,Estonia,Q191,1969
Phyllis Schlafly,female,United States,Q30,1924
Josi Meier,female,Switzerland,Q39,1926
Patricia Harris,female,United States,Q30,1924
Patricia Schroeder,female,United States,Q30,1940
Alicia Sánchez-Camacho,female,Spain,Q29,1967
Wendy Kilbourne,female,United States,Q30,1964
Elizabeth Wurtzel,female,United States,Q30,1967
Maria Roth-Bernasconi,female,Switzerland,Q39,1955
Barbara Egger-Jenzer,female,Switzerland,Q39,1956
Doris Leuthard,female,Switzerland,Q39,1963
Patsy Mink,female,United States,Q30,1927
Pia Cayetano,female,Philippines,Q928,1966
Florentina Gómez Miranda,female,Argentina,Q414,1912
Corinne Schmidhauser,female,Switzerland,Q39,1964
Martha Fineman,female,United States,Q30,1943
Lara Giddings,female,Australia,Q408,1972
Marilyn Quayle,female,United States,Q30,1949
Hend Sabry,female,Egypt,Q79,1979
Verica Trstenjak,female,Socialist Federal Republic of Yugoslavia,Q83286,1962
Cecilia Muñoz-Palma,female,Philippines,Q928,1913
Akua Kuenyehia,female,Ghana,Q117,1947
Margret Kiener Nellen,female,Switzerland,Q39,1953
